# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
#
# User preference: *
#
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_fwm_prao:   FW &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_pdeco:  FW &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_dicco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_msky: PRF &Delta;&theta;<sub>SQ</sub>(OOT) [arcsec]
#
loc_rowid,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_srho,koi_prad,koi_incl,koi_teq,koi_insol,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky
7162,K05883.01,CANDIDATE,198.781156,6.77,138.3,5.28159,1.69,89.95,404,6.33,6493,4.22,-0.1,1.424,1.229,295.74002,49.01152,12.752,-0.0001,0.00011,-0.09,0.2,0.22
7163,K05884.01,FALSE POSITIVE,588.63759,3.84,322.1,71.74966,1.52,89.95,185,0.28,5135,4.479,0.04,0.849,0.792,285.33615,49.190769,13.714,0.00046,-0.00104,-0.09,1.457,1.46
7164,K05885.01,CANDIDATE,111.149082,2.911,394.2,38.4836,1.87,89.95,364,4.16,5763,4.511,0.21,0.948,1.063,286.12357,49.105289,14.889,5E-05,0.00093,-3.1,-0.32,3.1
7165,K05886.01,CANDIDATE,284.87177,15.63,106.7,0.64634,1.84,89.95,401,6.1,6437,4.004,-0.3,1.773,1.158,286.79611,49.19426,13.074,0.00018,0.00012,-1.3,0.5,1.4
7166,K05887.01,FALSE POSITIVE,9.8338474,14.585,57.6,0.00955,0.98,78.42,946,188.78,5929,4.308,0.1,1.202,1.071,286.83151,49.18824,12.792,-3E-05,3.9E-05,0.54,-0.12,0.56
7167,K05888.01,CANDIDATE,190.860818,2.823,512,53.5553,1.84,89.95,273,1.32,5463,4.578,-0.1,0.803,0.893,290.8688,49.105068,15.491,0.0006,0.0015,1.99,-0.53,2.06
7168,K05889.01,CANDIDATE,374.41813,17.9,430.2,0.33106,2.42,89.95,280,1.44,6195,4.407,0.12,1.124,1.178,292.39926,49.173641,15.429,-0.00071,0.00081,0.22,1.3,1.3
7169,K05890.01,CANDIDATE,263.30198,2.213,377.6,206.13164,2.19,89.95,308,2.11,5758,4.277,-0.2,1.132,0.885,294.52682,49.175072,14.225,-0.00015,-0.00037,-2.14,-0.74,2.27
7170,K05891.01,CANDIDATE,370.31761,12.588,1885,1.45538,2.98,89.95,182,0.26,4665,4.584,-0.1,0.701,0.689,285.2085,49.207829,15.988,0.0017,0.0006,-0.81,-0.7,1.07
7171,K05892.01,CANDIDATE,37.959659,2.793,287.9,12.20918,1.41,89.95,484,12.93,5573,4.558,-0.12,0.827,0.902,286.30084,49.211319,15.337,-0.00029,-0.00024,-1.37,0.34,1.41
7172,K05893.01,CANDIDATE,405.6296,11.26,304.3,1.76578,1.4,89.95,216,0.52,5583,4.58,-0.26,0.79,0.865,286.55554,49.240501,15.006,0.00084,0.00151,1.1,0.37,1.2
7173,K05894.01,FALSE POSITIVE,1.080695116,7.449,312770,0.12745,155.22,71.83,3344,29671.05,7796,3.937,-0.28,2.34,1.725,291.297,49.244469,14.355,0,0,-0.001,-0.006,0.006
7174,K05895.01,CANDIDATE,11.8307724,8.791,136,0.08191,1.16,85.99,770,83.17,5550,4.411,-0.08,0.958,0.862,294.30084,49.240311,15.337,-6E-05,-7E-05,0.62,-0.09,0.63
7175,K05896.01,CANDIDATE,434.28175,8.14,663.1,6.31203,1.94,89.95,212,0.48,5544,4.529,-0.76,0.75,0.693,296.96423,49.202339,14.886,-0.00069,-0.00046,1.06,-3.9,4.1
7176,K06178.02,CANDIDATE,33.814176,7.69,222.6,0.63081,1.49,89.95,589,28.41,6122,4.471,-0.1,0.996,1.07,287.53177,44.30801,15.863,-0.00011,-0.00026,-1.16,0.54,1.3
7177,K06179.01,CANDIDATE,16.2957847,5.16,409.8,0.55662,2.13,88.26,744,72.62,6063,4.476,0.07,1.012,1.117,294.8566,44.322041,15.735,-0.00023,9E-05,-0.62,1.07,1.24
7178,K06180.01,CANDIDATE,28.201998,3.86,,,,,,,,,,,,291.63733,44.56422,12.044,0.000135,0.000116,1.16,0.2,1.18
7179,K06180.02,CANDIDATE,58.92565,14.56,44.7,0.16338,1.5,89.95,809,101.17,7282,3.961,-0.12,2.216,1.636,291.63733,44.56422,12.044,-7.2E-05,-7E-05,-0.25,0.69,0.74
7180,K06181.01,FALSE POSITIVE,24.0733775,19.612,1325.7,0.00357,27.78,78.98,1263,601.46,4647,2.843,0.02,6.055,0.932,298.75,44.57254,11.43,-4E-05,-5E-05,-0.17,-0.13,0.21
7181,K06182.01,CANDIDATE,19.2405821,4.99,207.4,1.22823,1.19,89.49,565,24.17,5031,4.485,0.16,0.848,0.801,300.90247,44.61261,15.099,0.00018,-0.00102,0,0.1,0.1
7182,K01608.03,CANDIDATE,232.040326,12.235,290.8,0.57442,2.05,89.7,327,2.71,5903,4.3,-0.1,1.156,0.974,282.06128,47.085491,13.797,0.00035,0.00015,1.38,-0.85,1.63
7183,K06182.02,CANDIDATE,28.684308,4.64,282.3,2.53238,1.35,89.95,512,16.27,5243,4.49,-0.18,0.821,0.761,300.90247,44.61261,15.099,0.00071,-0.0005,1.55,-0.09,1.55
7184,K00492.02,CANDIDATE,265.29617,4.1,608,29.34717,2.99,89.95,302,1.97,5589,4.27,0.3,1.218,1.007,295.18292,38.654228,14.424,-0.0004,-0.0007,-4.2,1.7,4.5
7185,K03410.02,CANDIDATE,61.569765,9.75,298.3,0.3979,2.44,89.35,530,18.66,5626,4.149,0.14,1.389,0.991,293.62976,45.74065,15.589,-0.00015,-0.00028,-0.44,-1,1.1
7186,K03440.02,CANDIDATE,58.940569,4.769,570.3,2.31031,2.48,89.51,465,11.06,5819,4.468,0.14,0.99,1.049,295.16721,38.637081,15.606,,-0.00159,-0.57,-0.3,0.65
7187,K03444.04,CANDIDATE,14.1502311,1.503,208.1,36.5393,0.74,89.99,390,5.44,3705,4.721,0.21,0.529,0.536,297.4292,40.561909,13.693,3E-05,-2E-05,-0.18,1.2,1.21
7188,K03456.02,CANDIDATE,486.12702,9.495,120.6,4.01742,1.18,89.95,249,0.91,6008,4.373,-0.2,1.062,0.972,292.00204,41.786961,12.988,6E-05,1E-05,-0.67,0.8,1
7189,K03479.02,FALSE POSITIVE,1.71029474,2.946,158.9,0.13516,1.04,72.57,1267,610.77,5365,4.586,-0.46,0.729,0.747,292.72137,41.904919,14.658,3.8E-05,0.000255,-1.7,-2.29,2.85
7190,K03503.02,CANDIDATE,31.8245304,4.17,79,1.52846,0.8,89.38,589,28.37,6338,4.545,-0.8,0.847,0.918,293.15085,41.729252,13.827,2E-05,-4.4E-05,0.93,-0.8,1.2
7191,K03504.02,CANDIDATE,140.24408749,5.43,,,,,,,,,,,,297.5798,40.603001,15.717,0.0015,-0.0001,-0.7,-1.9,2
7192,K04568.02,CANDIDATE,48.04066636,1.62,,,,,,,,,,,,292.79254,47.576721,12.877,0.00013,-0.00022,0.6,-0.6,0.9
7193,K04647.02,CANDIDATE,12.008552,4.613,76.6,0.09941,2.08,84.33,1016,251.93,5303,3.87,-0.04,1.964,1.042,290.25931,46.885109,13.726,2E-05,-6.5E-05,-0.36,0.2,0.41
7194,K04657.02,CANDIDATE,10.4314847,2.09,59.1,0.38692,0.77,85.83,700,56.67,5361,4.588,-0.16,0.774,0.848,293.29279,41.997589,13.241,-1E-05,-2E-06,-0.2,-0.41,0.45
7195,K04895.02,CANDIDATE,47.5571352,1.708,339,41.87436,1.85,89.95,507,15.58,5861,4.436,-0.24,0.958,0.914,295.51495,51.203739,14.732,-0.00075,0.00031,0.39,-0.8,0.8
7196,K05982.01,FALSE POSITIVE,1.838514245,3.2601,118960,0.7623,57.6,79.4,1572,1447.16,5799,4.326,-0.3,1.055,0.861,292.89972,37.659309,13.925,-0.024,,0.064,0.06,0.088
7197,K05983.01,FALSE POSITIVE,8.412008943,5.41096,136110,0.8635,50.83,87.91,1100,345.76,6247,4.225,-0.2,1.314,1.057,291.8497,37.738621,13.551,-0.0019,0.0143,-0.001,0.001,0.002
7198,K05984.01,FALSE POSITIVE,3.912679136,3.556,291510,187.57475,1794.2,64.31,1018,253.12,5616,4.553,-0.98,0.72,0.675,293.01654,38.318451,14.756,-0.029,-0.074,0.019,0.041,0.045
7199,K05985.01,FALSE POSITIVE,7.544804312,8.2678,6501.7,0.01781,63.99,70.38,1233,546.03,5953,3.984,-0.56,1.609,0.91,292.77972,38.448551,12.92,0,0.0001,0.004,-0.018,0.019
7200,K06093.02,CANDIDATE,27.2497521,11.609,102,0.14288,4.49,89.37,1090,333.56,5440,3.404,0.3,4.524,1.894,292.55194,37.421211,13.33,3.3E-05,0.000197,-0.09,-0.4,0.4
7201,K06094.01,FALSE POSITIVE,2.283466438,7.7999,864260,0.43124,218.79,84.66,2014,3883.24,6723,4.089,-0.24,1.719,1.327,291.74445,37.591019,14.312,-4,5,0.116,-0.08,0.141
7202,K06095.01,FALSE POSITIVE,0.692807507,1.49242,25338,1.09701,46.44,66.75,2057,4211.9,5780,4.438,0,1,1,290.04553,37.939384,15.726,0.001,-0.0025,-0.054,0.022,0.058
7203,K06096.01,FALSE POSITIVE,17.279290765,5.07591,164310,2.4124,27.66,89.16,556,22.63,5251,4.623,-0.78,0.658,0.663,292.9306,37.96442,15.16,-0.037,0.034,0.019,-0.016,0.025
7204,K01015.03,CANDIDATE,16.9972894,2.585,225,1.72913,3.14,88.41,956,197.18,5897,3.98,0.16,1.86,1.204,289.09689,44.004379,14.5,0.00014,2E-05,-0.5,-0.15,0.6
7205,K06097.01,CANDIDATE,93.05654364,2.34,,,,,,,,,,,,291.51575,38.058418,12.749,3E-05,2E-05,0.59,-0.1,0.6
7206,K06097.02,CANDIDATE,88.433122,2.392,120.4,56.15251,1.7,89.95,595,29.68,7092,4.176,-0.44,1.525,1.272,291.51575,38.058418,12.749,-0.00016,0.00014,0.11,0.87,0.88
7207,K06097.03,CANDIDATE,282.34315,3.956,220.5,26.23443,2.35,89.95,404,6.31,7092,4.176,-0.44,1.525,1.272,291.51575,38.058418,12.749,-0.00036,9E-05,-0.21,0.42,0.47
7208,K06183.01,FALSE POSITIVE,4.326946311,5.55905,409030,0.85455,106.99,87.08,1481,1137.15,6231,4.078,-0.46,1.501,0.984,301.16916,44.645962,13.253,0.006,-0.015,-0.005,0.004,0.006
7209,K06184.01,FALSE POSITIVE,527.29093,14.305,200.8,1.45108,1.3,89.95,216,0.51,5671,4.466,-0.12,0.919,0.9,286.85727,44.766392,12.796,-5E-05,0.00016,1.47,-1.06,1.81
7210,K06185.01,FALSE POSITIVE,168.858303,12.964,119.1,0.67186,2.41,89.95,526,18.16,6608,3.907,-0.16,2.189,1.412,298.54065,44.767578,13.409,4E-05,3E-05,0.3,-0.3,0.4
7211,K06186.01,CONFIRMED,5.34264143,2.453,691.3,3.27869,1.72,89.93,799,96.47,5101,4.63,-0.5,0.67,0.699,300.431,44.751015,13.116,-0.00051,0.00024,0.03,-0.15,0.15
7212,K06187.01,FALSE POSITIVE,19.38444245,20.5899,3372,0.0208,28.3,88.44,1185,466.04,4968,3.291,0.3,5.026,1.8,296.66501,44.853069,11.98,-0.00011,,0.028,0.03,0.041
7213,K06188.01,CANDIDATE,1.645319649,1.635,1082,3.42758,2.46,89.14,1296,666.35,5416,4.603,-0.26,0.756,0.847,293.24701,45.056461,15.517,0.00043,-5E-05,-0.008,-0.006,0.01
7214,K06189.01,FALSE POSITIVE,2.179924994,4.87581,253150,0.47773,60.99,81.71,1448,1040.63,6106,4.487,-0.16,0.966,1.043,293.68591,45.238609,13.96,0.001,0,0,0.002,0.002
7215,K06190.01,FALSE POSITIVE,10.135401047,5.6831,256060,1.31512,89.16,87.91,1035,270.76,5895,4.103,-0.32,1.415,0.926,300.93588,45.205688,13.92,0.005,-0.01,-0.014,0.012,0.018
7216,K03748.02,FALSE POSITIVE,2.02487934,1.621,145.8,3.32921,1,87.66,1284,643.17,5440,4.496,-0.3,0.825,0.779,287.16849,39.379581,14.808,0.00226,0.00093,-5.3,-2.04,5.7
7217,K03878.02,CANDIDATE,15.3573445,1.634,117.1,0.85435,1.42,87.48,729,66.65,5818,4.464,0.1,0.986,1.032,293.88541,39.51981,12.72,-3E-05,6.2E-05,0.01,0.21,0.21
7218,K03954.02,CONFIRMED,5.71668787,1.97,431.7,3.39306,1.92,88.04,955,196.51,5638,4.488,-0.18,0.883,0.875,292.39539,43.869068,15.665,-0.00082,,0.5,1.15,1.26
7219,K00520.04,CONFIRMED,51.1658019,4.637,259.2,0.96255,1.51,89.08,398,5.96,4963,4.501,0.16,0.826,0.789,294.66797,43.85326,14.55,-0.0002,-3E-05,0.21,1.01,1.03
7220,K03956.02,FALSE POSITIVE,12.4249559,16.332,110.4,0.02403,0.88,88.28,703,57.8,5524,4.54,-0.04,0.847,0.908,297.55859,40.63467,14.72,0.00044,-0.0005,-1.96,-0.27,1.98
7221,K04000.02,FALSE POSITIVE,12.427135,12.81,32.5,0.05107,1.05,89.95,1143,403.8,6561,4.054,-0.08,1.821,1.376,297.72037,40.6502,13.306,6.8E-05,2.9E-05,-2.09,-0.83,2.25
7222,K04009.02,CANDIDATE,77.792718,6.08,287.9,1.70931,2.17,89.6,453,10,5497,4.243,0.32,1.241,0.981,283.3457,45.27446,15.245,7E-05,-0.00012,-0.4,2.1,2.2
7223,K04030.02,CANDIDATE,163.51489847,3.08,,,,,,,,,,,,300.18863,46.185768,15.553,0.0001,0.0002,1.4,1.6,2.1
7224,K05986.01,FALSE POSITIVE,1.946198513,4.0336,130720,0.58915,52.58,87.09,1853,2779.44,6224,4.165,-0.14,1.433,1.094,287.03967,38.640308,13.993,0.001,0.001,-0.022,-0.01,0.024
7225,K05987.01,CANDIDATE,5.288547653,3.2646,2185.3,0.16525,55.28,81.45,2333,6999.38,4918,2.889,0.21,9.169,2.376,287.91516,38.640781,11.317,0.000605,0.00044,0.74,0.76,1.06
7226,K00600.02,CANDIDATE,294.055263,14.32,770,0.90565,2.8,89.95,288,1.64,6108,4.453,-0.08,1.011,1.052,286.24982,48.06094,14.827,3E-05,-0.00082,0.18,-0.3,0.35
7227,K05988.01,FALSE POSITIVE,30.4838006,2.6,18441,5.16796,23.87,88.89,315,2.32,3857,4.717,-0.1,0.531,0.535,285.05515,38.985008,15.021,-0.097,-0.025,3.45,1.092,3.62
7228,K05989.01,FALSE POSITIVE,5.7584367,2.587,736.6,2.97176,66.22,89.67,3389,31195.25,4754,2.194,0.07,25.287,3.644,291.98096,38.97118,13.819,0.00285,-0.00582,-2.387,4.808,5.368
7229,K05990.01,FALSE POSITIVE,25.9522913,10.977,557.8,0.17154,2.03,89.55,567,24.49,5692,4.547,-0.04,0.866,0.965,293.70291,38.956291,15.999,0.00127,-0.00101,-11.4,4.69,12.3
7230,K05991.01,FALSE POSITIVE,8.58599537,2.4078,818,4.82515,39.03,89.32,2319,6831.52,4805,2.605,0.21,13.941,2.853,296.03302,38.936691,11.598,-0.0001,,0.08,0.04,0.09
7231,K05992.01,FALSE POSITIVE,9.892240848,4.1774,5283.2,0.12921,40.38,81.58,907,160.25,6225,4.461,-0.18,1.009,1.07,295.69324,39.006538,13.664,-0.0113,0.0106,2.307,-2.105,3.123
7232,K06097.04,CANDIDATE,126.505657,8.836,95.5,1.50954,1.51,89.95,528,18.42,7092,4.176,-0.44,1.525,1.272,291.51575,38.058418,12.749,3E-05,3E-05,1.1,-0.71,1.31
7233,K06098.01,FALSE POSITIVE,1.129848432,2.07578,4658.5,0.18884,120.13,63.5,3553,37690.9,4846,2.984,0.16,7.102,1.775,293.1304,38.127789,13.8,-0.00129,0.001,1.026,-0.486,1.135
7234,K06099.01,FALSE POSITIVE,7.244778994,3.3873,99147,2.65047,25.68,88.46,818,105.76,5530,4.586,-0.22,0.788,0.882,294.48996,38.199619,13.926,-0.038,-0.154,2.37,7.5,7.8
7235,K06099.02,FALSE POSITIVE,110.1552727,2.04,,,,,,,,,,,,294.48996,38.199619,13.926,-0.00137,-0.0017,3.3,7.6,8.3
7236,K06100.01,FALSE POSITIVE,0.730964241,2.483,44,0.34309,0.99,77.58,2467,8801.05,5929,4.152,0.12,1.463,1.107,289.81143,38.324951,13.036,2.5E-05,-6.6E-05,-0.16,1.2,1.21
7237,K06100.02,CANDIDATE,117.684591,2.219,134.6,67.74817,1.52,89.95,459,10.46,6362,4.248,-0.26,1.279,1.054,289.81143,38.324951,13.036,0,4E-05,1.3,0.8,1.5
7238,K06101.01,FALSE POSITIVE,17.734020239,7.27595,186680,0.8672,93.52,88.03,892,149.48,5883,4.04,-0.28,1.554,0.966,290.25485,38.34166,12.553,-0.001,0.001,-0.007,-0.001,0.01
7239,K01053.02,CANDIDATE,46.245164,5.663,492.1,1.79605,2.46,89.62,519,17.15,5553,4.32,0.14,1.107,0.933,290.60794,41.201092,15.376,0.00115,0.00095,-0.01,-0.56,0.56
7240,K06191.01,CANDIDATE,9.7043379,3.515,129,1.93303,1.19,89.81,932,178.46,6273,4.442,-0.14,1.044,1.099,293.40323,45.493809,14.752,-0.00013,-7E-05,1.04,0.29,1.07
7241,K01616.02,CANDIDATE,34.775371,2.93,38.8,8.08226,0.67,89.38,582,27.11,6028,4.459,0.21,1.047,1.149,289.50635,45.370998,11.538,-3E-05,0.00013,-2.5,1.5,2.9
7242,K07859.01,CANDIDATE,0.306702491,0.9074,138.8,3.71096,0.93,86.24,2318,6868.33,5310,4.512,-0.36,0.786,0.732,289.82599,43.725231,15.229,0.000106,,-0.18,-1.2,1.2
7243,K06191.02,CANDIDATE,12.7713826,3.347,141.8,2.38393,1.26,89.22,851,123.93,6273,4.442,-0.14,1.044,1.099,293.40323,45.493809,14.752,-4E-05,0.00023,1.03,-1.16,1.55
7244,K06192.01,FALSE POSITIVE,0.829019343,4.8401,278260,0.30084,90.08,71.08,2492,9089.67,6645,4.271,-0.24,1.328,1.206,296.03485,45.490822,14.661,0,0,-0.004,0.001,0.004
7245,K06193.01,FALSE POSITIVE,1.1080999,3.3542,380930,1.0366,124.19,82.58,2212,5632.6,5299,3.865,-0.44,1.769,0.837,300.95703,45.449188,14.305,,,-0.039,0.096,0.104
7246,K06194.01,CANDIDATE,42.294739,34.63,254.2,0.00012,140.14,59.36,1083,324.71,4926,3.02,0.36,7.849,2.351,287.84042,45.599751,12.057,0.000105,9E-06,-0.16,0.58,0.6
7247,K06194.02,FALSE POSITIVE,215.778765,3.737,377.6,13.28005,14.71,89.95,610,32.65,4902,3.042,0.2,7.056,1.996,287.84042,45.599751,12.057,0.00017,-0.00023,0.95,-0.75,1.21
7248,K06195.01,CANDIDATE,1.444486083,1.437,980.7,3.9314,1.73,87.69,1051,290.01,4569,4.686,-0.88,0.559,0.553,291.48495,45.54567,15.356,-1E-05,0.00048,-0.022,-0.036,0.042
7249,K04032.03,CONFIRMED,5.99273265,2.6502,69.8,1.80736,0.91,88.08,1010,245.32,5574,4.354,0.12,1.065,0.933,285.72849,42.65453,12.639,8E-06,1.1E-05,-0.24,-0.08,0.26
7250,K04032.04,CONFIRMED,5.10110666,2.657,65.1,2.327,0.85,89.68,1065,304.8,5574,4.354,0.12,1.065,0.933,285.72849,42.65453,12.639,-1.3E-05,-4.8E-05,0.23,-0.05,0.23
7251,K04034.02,CANDIDATE,11.6089351,2.957,199.6,0.02536,46.44,78.73,1496,1184.51,6303,3.595,0.28,3.53,1.786,297.1243,47.037022,13.487,-0.00017,-0.0001,0.25,-0.23,0.34
7252,K04046.02,FALSE POSITIVE,94.22498,22.445,346.3,0.01756,1.84,87.73,387,5.28,5880,4.525,-0.16,0.893,0.974,289.71487,39.283871,15.534,-0.0009,0.00024,1.06,1.33,1.7
7253,K04103.02,CANDIDATE,14.2378417,4.86,193,0.93327,1.1,89.17,629,37.02,5273,4.566,0,0.801,0.861,291.67682,38.874908,14.838,0.00045,-0.00022,0.32,0.1,0.34
7254,K04131.02,FALSE POSITIVE,241.0122,1.19,216.1,959.13239,4.41,89.95,600,30.56,7843,3.829,0.07,2.909,2.081,293.71811,41.430939,13.205,-0.00017,-0.0002,,,
7255,K00521.02,CANDIDATE,10.8206034,2.848,116.7,2.16996,1.19,88.57,885,145.06,6032,4.387,-0.14,1.06,0.999,290.73517,44.09132,14.633,9.5E-05,-5.3E-05,-2.34,1.77,2.94
7256,K04181.02,FALSE POSITIVE,164.689421,1.847,521,146.54901,2.24,89.95,340,3.15,6089,4.495,-0.18,0.95,1.031,295.19983,46.731731,15.377,0.0004,0.0014,-2.1,-0.55,2.2
7257,K05993.01,FALSE POSITIVE,4.264729569,2.2075,22672,1.45985,29.95,85.27,1428,983.86,6052,4.084,-0.58,1.417,0.887,285.14496,39.186989,12.873,-0.00096,-0.0004,0.049,0.052,0.071
7258,K05994.01,FALSE POSITIVE,4.804469712,3.51946,132620,1.72553,30.97,87.47,958,198.67,5561,4.558,-0.22,0.809,0.864,289.31421,39.131359,14.654,-0.106,0.029,0.038,0.003,0.038
7259,K05995.01,FALSE POSITIVE,6.150529292,4.4562,2417.1,0.03518,49.79,72.57,1421,964.26,6691,4.084,-0.58,1.565,1.083,294.68643,39.396561,13.303,0.00553,-0.00196,-2.361,1.429,2.76
7260,K05996.01,FALSE POSITIVE,4.944927575,3.4648,1028.7,0.03635,19.43,70.33,728,66.56,4428,4.59,0.14,0.701,0.697,293.73715,39.825859,14.928,0.00951,-0.00726,-3.742,2.924,4.749
7261,K05997.01,FALSE POSITIVE,4.442517008,2.43922,25342,1.20478,26.08,85.02,1258,593.85,6316,4.387,-0.1,1.119,1.109,288.47214,40.087662,11.297,0.03195,-0.03816,-0.65,1.61,1.73
7262,K00649.02,CANDIDATE,10.2090268,6.264,36.7,0.33386,0.92,89.01,1058,296.42,6188,4.196,0.44,1.524,1.33,289.77325,40.80072,13.31,0.000157,5.4E-05,0.2,0.56,0.59
7263,K05998.01,FALSE POSITIVE,62.7356439,10.7925,243700,1.13981,90.12,89.32,590,28.65,6211,4.127,-0.34,1.44,1.013,297.95358,40.153252,14.27,0.01,-0.02,-0.001,0.005,0.005
7264,K05999.01,FALSE POSITIVE,7.035518449,3.5286,2139,0.07402,24.91,77.34,782,88.6,5288,4.566,-0.64,0.71,0.675,284.04843,40.408539,14.884,-0.00794,0.0269,1.751,-5.444,5.719
7265,K06102.01,CANDIDATE,54.2916336,3.364,97.8,4.11273,1.67,89.38,665,46.21,6711,4.179,-0.02,1.565,1.353,291.75204,38.66254,10.915,6E-06,0.00011,0.85,-1.3,1.59
7266,K06103.01,CANDIDATE,453.54212,17.026,861,0.41255,9.23,89.78,390,5.45,5874,3.664,0.12,3.006,1.519,287.97546,38.74028,13.436,0.00028,8E-05,-0.28,-0.32,0.42
7267,K07860.01,FALSE POSITIVE,0.579516759,1.342,27,1.08161,0.6,76.21,2484,8953.61,6339,4.387,-0.18,1.102,1.075,294.41693,43.799587,13.559,-0.000451,-0.00011,,,
7268,K06103.02,CANDIDATE,122.8054416,2.663,313,0.48001,118.62,88.94,602,31.11,5874,3.664,0.12,3.006,1.519,287.97546,38.74028,13.436,-1E-05,7E-05,0.29,0.66,0.72
7269,K06104.01,FALSE POSITIVE,16.2480865,8.232,438.7,0.02057,2.38,81.92,704,58.1,5729,4.436,-0.3,0.923,0.848,295.05994,38.855911,14.708,-1E-05,0.00062,0.1,0.29,0.3
7270,K06104.02,FALSE POSITIVE,466.9407,30.56,979.2,0.1324,2.9,89.95,230,0.66,5729,4.436,-0.3,0.923,0.848,295.05994,38.855911,14.708,0.0002,-0.0017,-1.2,2.5,2.7
7271,K06105.01,FALSE POSITIVE,289.788624,2.857,473.9,56.1568,5.51,89.95,537,19.6,8057,3.946,-0.16,2.407,1.868,295.32828,38.8475,10.924,-7E-05,2E-05,,,
7272,K06106.01,FALSE POSITIVE,55.00402906,6.06,,,,,,,,,,,,294.4754,39.00388,13.335,-0.00022,0.00013,-0.05,0.39,0.39
7273,K06107.01,FALSE POSITIVE,2.873657901,2.1054,43895,1.915,110.29,83.11,1830,2645.12,5692,3.829,0.14,2.287,1.288,284.62463,39.17878,12.702,-0.0055,0.0266,4.293,-11.435,12.214
7274,K06196.01,FALSE POSITIVE,1.680425996,5.4548,277250,0.29821,102.31,79.5,2203,5564.77,6844,4.145,-0.18,1.629,1.358,292.57278,45.757729,14.11,,0,0.011,0.004,0.012
7275,K06197.01,FALSE POSITIVE,0.53345831,1.32,,,,,,,,,,,,295.34586,45.768803,11.957,0.00017,-9.5E-05,-7.38,1.13,7.47
7276,K06198.01,FALSE POSITIVE,20.686460198,37.7424,136150,0.00782,184.22,89.98,1210,506.27,4809,3.106,0.08,5.145,1.232,295.90674,45.724098,13.957,0.004,0.01,-0.031,-0.01,0.033
7277,K06199.01,FALSE POSITIVE,131.68018,14.73,2067,0.38515,5.96,89.95,444,9.15,6468,4.288,-0.06,1.302,1.198,299.77258,45.778999,12.714,0,0.0002,-0.05,-0.08,0.097
7278,K01628.03,CANDIDATE,37.8404232,6.408,232.6,1.18367,1.76,89.73,607,32.14,6243,4.406,0.21,1.149,1.226,298.39575,42.459751,12.949,3E-05,-6.1E-05,-0.19,0,0.19
7279,K06200.01,FALSE POSITIVE,200.762693,2.215,1920,651.04913,15056.9,87.66,692,54.06,7981,3.716,-0.06,3.298,2.061,299.79901,45.735371,12.377,0.00023,-0.00039,-0.51,0.12,0.5
7280,K06201.01,FALSE POSITIVE,1.123258617,4.27355,377580,0.53603,150.94,81.04,3215,25226.88,7945,4.023,-0.06,2.17,1.812,292.43274,45.853409,15.01,0,,-0.004,0.009,0.01
7281,K06202.01,CANDIDATE,47.25643291,2,,,,,,,,,,,,284.14114,45.944641,11.543,-2.5E-05,2.1E-05,0.04,-0.49,0.49
7282,K04192.02,CANDIDATE,32.0273169,5.144,161.7,1.85582,1.14,89.68,525,17.95,5505,4.501,0.16,0.909,0.955,290.58612,46.642689,15.004,0.00032,0.00018,-0.42,0.49,0.65
7283,K04246.02,CANDIDATE,8.75630628,2.852,81.9,2.62558,1.12,89.03,982,219.87,5839,4.279,0.12,1.227,1.044,289.07397,40.366009,13.382,0.000112,-5E-05,0.89,0.61,1.08
7284,K04287.02,CANDIDATE,9.6183111,4.215,25,0.79126,0.85,88.37,1142,402.64,6134,4.065,0.02,1.665,1.173,290.45831,48.661369,11.265,1.1E-05,1.3E-05,0.5,0.09,0.5
